Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
statue_30.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,Low,None,None,None,6.795918367,7,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
statue_31.ply,Slightly distorted but identifiable,Low,Medium,Low,None,Low,Low,None,None,None,6.525,7,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_32.ply,Distorted but identifiable,Low,Medium,Medium,Low,Medium,Low,None,None,None,6.536989796,7,Good,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_33.ply,Barely Identifiable,Low,Medium,Medium,High,Medium,Medium,None,None,None,2.85,3,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
statue_34.ply,Barely Identifiable,Low,Medium,High,High,Medium,Medium,None,None,None,1.625,2,Bad,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
statue_35.ply,Completely Damaged,Low,Medium,High,Severe,Medium,High,None,None,None,1.69005102,2,Bad,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
statue_36.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,Low,None,None,None,8.121153846,8,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_37.ply,Slightly distorted but identifiable,Low,Medium,Low,Low,Medium,Medium,None,None,None,6.784615385,7,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
statue_38.ply,Distorted but identifiable,Low,Medium,Medium,Low,Medium,Medium,None,None,None,5.184615385,5,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
statue_39.ply,Barely Identifiable,Low,High,High,Medium,Medium,Medium,None,None,None,3.1796875,3,Poor,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a high level of noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
statue_40.ply,Completely Damaged,Low,High,Severe,High,Medium,High,None,None,None,2.463010204,2,Poor,"Considering this point cloud, the texture is completely damaged. Photometric effects involve a low level of brightness distortion, a high level of color distortion, a severe level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
statue_41.ply,Completely Damaged,Low,High,Severe,Severe,Low,High,None,None,None,1.617307692,2,Bad,"From a perceptual viewpoint, the texture is completely damaged. Geometric distortions are characterized by a low level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a high level of color distortion, a severe level of noise, and a severe level of blurriness. The overall quality is rated as bad."
ULB Unicorn_0.ply,Clearly Identifiable,Low,Low,Low,None,None,None,None,None,None,8.220663265,8,Good,"In this point cloud, the texture is clearly identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_1.ply,Slightly distorted but identifiable,Low,Low,Low,None,None,None,None,None,None,7.405769231,7,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_2.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Low,None,None,None,None,6.975,7,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_3.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Medium,None,Low,None,None,6.1015625,6,Fair,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_4.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Medium,None,Medium,None,None,4.963461538,5,Fair,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_5.ply,Distorted but identifiable,Medium,Medium,High,None,High,None,Medium,None,None,2.380102041,2,Bad,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a high level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness. The overall quality is rated as bad."
ULB Unicorn_6.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,7.688461538,8,Good,"From a perceptual viewpoint, the texture is clearly identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
ULB Unicorn_7.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,8.3671875,8,Good,"When examining this point cloud, the texture is clearly identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_8.ply,Clearly Identifiable,Low,Medium,Low,None,Low,None,None,None,None,6.553571429,7,Good,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_9.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,Low,None,None,None,None,6.880769231,7,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_10.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,Low,Low,None,None,None,6.348076923,6,Fair,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
ULB Unicorn_11.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,Low,Low,None,None,None,5.9453125,6,Fair,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_12.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,Low,Low,None,None,None,7.352040816,7,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
ULB Unicorn_13.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,Medium,Low,None,None,None,5.857692308,6,Fair,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
ULB Unicorn_14.ply,Distorted but identifiable,Low,Medium,Medium,None,Medium,Low,None,None,None,6.226923077,6,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
ULB Unicorn_15.ply,Distorted but identifiable,Low,Medium,High,None,Medium,Low,None,None,None,5.525510204,6,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_16.ply,Distorted but identifiable,Medium,High,High,None,High,Low,None,None,None,3.5859375,4,Poor,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a high level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ULB Unicorn_17.ply,Barely Identifiable,Medium,High,Severe,None,Severe,Low,None,None,None,1.848076923,2,Bad,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a severe level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and no perceptible blurriness. The overall quality is rated as bad."
ULB Unicorn_18.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,6.841666667,7,Good,"From a perceptual standpoint, the texture is clearly identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_19.ply,Slightly distorted but identifiable,Low,Low,Low,None,Medium,None,None,None,None,6.5703125,7,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_20.ply,Slightly distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,5.141666667,5,Fair,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_21.ply,Distorted but identifiable,Medium,Low,Medium,None,High,None,None,None,None,4.234375,4,Poor,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ULB Unicorn_22.ply,Barely Identifiable,Medium,Medium,High,None,High,None,None,None,None,3.455769231,3,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ULB Unicorn_23.ply,Completely Damaged,High,High,Severe,None,Severe,None,None,None,None,1.37755102,1,Bad,"Visually, the texture is completely damaged, with photometric distortions such as a high level of brightness distortion, a high level of color distortion, a severe level of noise, and no perceptible blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
ULB Unicorn_24.ply,Clearly Identifiable,None,None,Low,None,Low,None,None,None,None,7.2,7,Good,"From a perceptual viewpoint, the texture is clearly identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by no perceptible brightness distortion, no perceptible color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
ULB Unicorn_25.ply,Slightly distorted but identifiable,Low,None,Medium,None,Medium,None,None,None,None,5.9296875,6,Fair,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, no perceptible color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
ULB Unicorn_26.ply,Distorted but identifiable,Low,Low,High,Low,Medium,None,None,None,None,4.6328125,5,Fair,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_27.ply,Barely Identifiable,Low,Low,High,Medium,Medium,Low,None,None,None,2.067602041,2,Bad,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
ULB Unicorn_28.ply,Barely Identifiable,Low,Medium,High,Medium,Medium,Medium,None,None,None,1.5,2,Bad,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
ULB Unicorn_29.ply,Completely Damaged,Severe,Severe,Severe,Severe,High,High,None,None,None,1.223076923,1,Bad,"In this point cloud, the texture is completely damaged. Photometric distortions include a severe level of brightness distortion, a severe level of color distortion, a severe level of noise, and a severe level of blurriness, while geometric artifacts include a high level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
ULB Unicorn_30.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,7.767857143,8,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_31.ply,Slightly distorted but identifiable,Low,Low,Low,None,Low,None,None,None,None,7.155612245,7,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness. The overall quality is rated as good."
ULB Unicorn_32.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,Low,None,None,None,None,4.590561224,5,Fair,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_33.ply,Distorted but identifiable,Low,Low,High,Medium,Low,Low,None,None,None,2.609375,3,Poor,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a high level of noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ULB Unicorn_34.ply,Distorted but identifiable,Low,Low,High,High,Low,Medium,None,None,None,1.857692308,2,Bad,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
ULB Unicorn_35.ply,Barely Identifiable,Low,Low,High,Severe,Low,Medium,None,None,None,1.3,1,Bad,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, a high level of noise, and a severe level of blurriness. The overall quality is rated as bad."
ULB Unicorn_36.ply,Clearly Identifiable,Low,Low,Low,None,Low,None,None,None,None,8.375,8,Good,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_37.ply,Clearly Identifiable,Low,Low,Low,None,Medium,None,None,None,None,7.066326531,7,Good,"Considering this point cloud, the texture is clearly identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ULB Unicorn_38.ply,Slightly distorted but identifiable,Low,Medium,Medium,Low,Medium,None,None,None,None,5.15,5,Fair,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ULB Unicorn_39.ply,Distorted but identifiable,Low,Medium,High,Medium,Medium,Low,None,None,None,3.103316327,3,Poor,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ULB Unicorn_40.ply,Distorted but identifiable,Low,Medium,High,High,Medium,Medium,None,None,None,2.2,2,Bad,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as bad."
ULB Unicorn_41.ply,Completely Damaged,Low,Medium,Severe,Severe,Medium,Medium,None,None,None,1.306122449,1,Bad,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a severe level of noise, and a severe level of blurriness, and geometric ones include a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
shiva_0.ply,Distorted but identifiable,Low,Low,Low,None,Medium,None,None,None,None,6.558333333,7,Good,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_1.ply,Distorted but identifiable,Low,Low,Medium,None,Medium,None,None,None,None,7.834615385,8,Good,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
shiva_2.ply,Distorted but identifiable,Low,Medium,Medium,None,Medium,None,None,None,None,7.767307692,8,Good,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_3.ply,Distorted but identifiable,Low,Medium,Medium,None,Medium,None,Low,None,None,5.991666667,6,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
shiva_4.ply,Distorted but identifiable,Low,Medium,Medium,None,Medium,None,Medium,None,None,6.6171875,7,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_5.ply,Distorted but identifiable,Low,Medium,Medium,Low,High,None,High,None,None,3.262755102,3,Poor,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, and geometric ones include a high level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
shiva_6.ply,Slightly distorted but identifiable,Low,Medium,Low,None,Low,None,None,None,None,8.5,8,Excellent,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
shiva_7.ply,Distorted but identifiable,Low,High,Low,None,Medium,Low,None,None,None,6.917091837,7,Good,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a high level of color distortion, a low level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_8.ply,Distorted but identifiable,Low,High,Low,None,High,Low,None,None,None,7.844230769,8,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_9.ply,Distorted but identifiable,Low,High,Medium,None,High,Low,None,None,None,7.62244898,8,Good,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a high level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_10.ply,Distorted but identifiable,Low,High,Medium,None,High,Medium,None,None,None,6.784615385,7,Good,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a high level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
shiva_11.ply,Distorted but identifiable,Low,High,Medium,None,High,Medium,None,None,None,6.244897959,6,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a medium level of noise, and no perceptible blurriness, and geometric ones include a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
shiva_12.ply,Distorted but identifiable,Low,Medium,Medium,None,Medium,None,None,None,None,6.975,7,Good,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as good."
