Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
statue_level_8.ply,Distorted but identifiable,,Medium,Severe,,High,,,,,24.44605069,24,Bad,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include no perceptible brightness distortion, a medium level of color distortion, a severe level of noise, and no perceptible blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as bad."
statue_level_9.ply,Slightly distorted but identifiable,,Low,Medium,,Medium,,,,,69.02141066,69,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve no perceptible brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,87.01573408,87,Excellent,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
statue_pqs_1_qs_32_rounded.ply,Slightly distorted but identifiable,Low,Medium,Medium,Low,Low,,,,,77.27978223,77,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_pqs_1_qs_48_rounded.ply,Distorted but identifiable,Medium,High,Medium,High,Low,,,,,67.40476035,67,Good,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_pqs_1_qs_64_rounded.ply,Distorted but identifiable,Medium,High,Medium,High,Low,,,,,54.10887739,54,Fair,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
statue_tsl_4_tqs_128.ply,Barely Identifiable,Low,Medium,,Medium,Medium,,,High,High,19.62804441,20,Bad,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
statue_tsl_4_tqs_256.ply,Barely Identifiable,Medium,Medium,,High,Medium,,,High,High,18.04904921,18,Bad,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
statue_tsl_4_tqs_512.ply,Completely Damaged,Medium,High,,Severe,High,,,High,Severe,13.87242317,14,Bad,,"In this point cloud, the texture is completely damaged. Photometric distortions include a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a severe level of deformed shape. The overall quality is rated as bad."
statue_tsl_4_tqs_64.ply,Barely Identifiable,Low,Low,,Low,Medium,,,High,High,15.45141837,15,Bad,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. The overall quality is rated as bad."
statue_tsl_6_tqs_128.ply,Distorted but identifiable,Low,Medium,,High,Low,,,Low,Low,72.530831165,73,Good,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as good."
statue_tsl_6_tqs_256.ply,Barely Identifiable,Medium,High,,High,Low,,,Low,Low,57.9950964,58,Good,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as good."
statue_tsl_6_tqs_512.ply,Barely Identifiable,High,High,,Severe,Low,,,Low,Low,38.984158075,39,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a high level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
statue_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Medium,,Low,Low,,,Low,Low,53.51989284,54,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape are also present. The overall quality is rated as fair."
statue_tsl_8_tqs_128.ply,Distorted but identifiable,Medium,Medium,,Low,,,,,,83.342001615,83,Good,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_tsl_8_tqs_256.ply,Distorted but identifiable,High,High,,High,,,,,Medium,68.01542381,68,Good,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a high level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a medium level of deformed shape. The overall quality is rated as good."
statue_tsl_8_tqs_512.ply,Barely Identifiable,High,High,,Severe,,,,,High,46.619507315,47,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a high level of deformed shape, and photometric distortions by a high level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness. The overall quality is rated as poor."
statue_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,,Medium,,,,,,61.94608512,62,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,,Medium,,Low,,Low,,78.81994767,79,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness, whereas geometric effects involve no perceptible point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gQP_1_tQP_2.ply,Distorted but identifiable,Low,Medium,,High,,Medium,,Low,,55.96429471,56,Fair,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include no perceptible point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
stone_gQP_1_tQP_3.ply,Barely Identifiable,Medium,High,,High,,Medium,,Low,,38.19125206,38,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness; on the geometric side, we observe no perceptible point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
stone_gQP_2_tQP_1.ply,Distorted but identifiable,Low,Low,,Medium,Low,Medium,,Low,Low,58.87870931,59,Fair,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape, and photometric distortions by a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as fair."
stone_gQP_2_tQP_2.ply,Barely Identifiable,Low,High,,High,Low,High,,Low,Low,56.0219352,56,Fair,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a low level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as fair."
stone_gQP_2_tQP_3.ply,Barely Identifiable,Medium,High,,High,Low,High,,Medium,Medium,34.46225059,34,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape. The overall quality is rated as poor."
stone_gQP_3_tQP_1.ply,Distorted but identifiable,Low,Low,,Low,Low,High,,Low,Medium,41.76109598,42,Poor,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a medium level of deformed shape. The overall quality is rated as poor."
stone_gQP_3_tQP_2.ply,Distorted but identifiable,Low,Low,,High,Medium,High,,Medium,Medium,35.62049168,36,Poor,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape. The overall quality is rated as poor."
stone_gQP_3_tQP_3.ply,Barely Identifiable,Medium,High,,High,Medium,High,,Medium,Medium,26.01342874,26,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness, and geometric ones include a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape. The overall quality is rated as poor."
stone_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Medium,Medium,Medium,Low,Low,,,,,80.96912041499999,81,Good,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gsigma_0_tsigma_32.ply,Distorted but identifiable,Medium,Medium,High,Medium,Low,,,,,61.449209845,61,Good,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,Low,,,,,,67.35677425,67,Good,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gsigma_2_tsigma_16.ply,Barely Identifiable,Medium,High,High,Medium,Medium,,,,,67.01082501,67,Good,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a medium level of blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gsigma_2_tsigma_32.ply,Barely Identifiable,Medium,High,High,High,Medium,,,,,55.015531935,55,Fair,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
stone_gsigma_2_tsigma_8.ply,Distorted but identifiable,Medium,High,High,Medium,Low,,,,,59.620416045,60,Good,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a medium level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_gsigma_4_tsigma_16.ply,Barely Identifiable,Medium,High,High,High,Medium,Medium,,,,35.63443065,36,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness. The overall quality is rated as poor."
stone_gsigma_4_tsigma_32.ply,Barely Identifiable,High,High,High,High,Medium,Medium,,,,30.471844315,30,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a high level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
stone_gsigma_4_tsigma_8.ply,Barely Identifiable,Medium,High,High,High,Low,Medium,,,,29.253332705,29,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
stone_level_7.ply,Barely Identifiable,High,High,Severe,,Severe,,,Severe,Severe,8.580533193,9,Bad,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a high level of brightness distortion, a high level of color distortion, a severe level of noise, and no perceptible blurriness, while geometric artifacts include a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a severe level of missing region, and a severe level of deformed shape. The overall quality is rated as bad."
stone_level_8.ply,Slightly distorted but identifiable,Low,High,High,Low,High,,,Medium,,20.64931138,21,Bad,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a high level of noise, and a low level of blurriness, and geometric ones include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as bad."
stone_level_9.ply,Slightly distorted but identifiable,,Low,Low,,Low,,,,,86.87232128,87,Excellent,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include no perceptible brightness distortion, a low level of color distortion, a low level of noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
stone_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,80.90892544,81,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_pqs_1_qs_32_rounded.ply,Slightly distorted but identifiable,Low,Medium,Low,Low,Low,,,,,69.48493262,69,Good,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_pqs_1_qs_48_rounded.ply,Slightly distorted but identifiable,Medium,Medium,Low,Low,Low,,,,,77.06861834,77,Good,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_pqs_1_qs_64_rounded.ply,Distorted but identifiable,Medium,High,Low,Low,Low,,,,,65.57957273,66,Good,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_tsl_4_tqs_128.ply,Distorted but identifiable,Low,Medium,Low,Medium,,,,Low,,52.40596042,52,Fair,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a medium level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
stone_tsl_4_tqs_256.ply,Barely Identifiable,Medium,Medium,Low,High,,,,Low,,40.697080535,41,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
stone_tsl_4_tqs_512.ply,Barely Identifiable,High,High,Low,Severe,,,,Low,,26.492109475,26,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a high level of brightness distortion, a high level of color distortion, a low level of noise, and a severe level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
stone_tsl_4_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Low,Low,,,,,,38.20098936,38,Poor,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
stone_tsl_6_tqs_128.ply,Distorted but identifiable,Low,Medium,Low,Medium,,,,Low,,63.29709034,63,Good,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a medium level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_tsl_6_tqs_256.ply,Barely Identifiable,Low,High,Low,High,,,,Low,,51.514006715,52,Poor,,"In this point cloud, the texture is barely identifiable. Photometric distortions include a low level of brightness distortion, a high level of color distortion, a low level of noise, and a high level of blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
stone_tsl_6_tqs_512.ply,Barely Identifiable,Medium,High,Low,Severe,,,,Low,,32.504506065,33,Poor,,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a severe level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
stone_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Low,Low,,,,Low,,44.28758969,44,Poor,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
stone_tsl_8_tqs_128.ply,Distorted but identifiable,Low,Low,Low,Low,,,,,,76.325074495,76,Good,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_tsl_8_tqs_256.ply,Barely Identifiable,Low,Medium,Low,High,,,,,,61.55924111,62,Good,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
stone_tsl_8_tqs_512.ply,Barely Identifiable,Medium,High,Low,Severe,,,,,,33.874770205000004,34,Poor,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a severe level of blurriness. The overall quality is rated as poor."
stone_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Low,Low,Low,,,,,,48.64060359,49,Poor,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
tool_box_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,,Low,Medium,Low,,Medium,Low,77.18180348,77,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape. The overall quality is rated as good."
tool_box_gQP_1_tQP_2.ply,Slightly distorted but identifiable,Low,Low,,Low,Medium,Low,,Medium,Low,59.17937263,59,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape are also present. The overall quality is rated as fair."
tool_box_gQP_1_tQP_3.ply,Slightly distorted but identifiable,Low,Low,,Medium,Medium,Low,,Medium,Low,56.75944471,57,Fair,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape. The overall quality is rated as fair."
tool_box_gQP_2_tQP_1.ply,Slightly distorted but identifiable,Low,Low,,Low,Medium,Low,,Medium,Medium,57.87079799,58,Fair,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, and geometric ones include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
tool_box_gQP_2_tQP_2.ply,Slightly distorted but identifiable,Low,Low,,Low,High,Low,,High,Medium,57.21173403,57,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as fair."
tool_box_gQP_2_tQP_3.ply,Distorted but identifiable,Low,Low,,Medium,High,Low,,High,Medium,45.32187464,45,Fair,,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
tool_box_gQP_3_tQP_1.ply,Distorted but identifiable,Low,Low,,Medium,High,Low,,High,Medium,44.48994269,44,Fair,,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness. Geometric artifacts such as a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as fair."
tool_box_gQP_3_tQP_2.ply,Distorted but identifiable,Low,Low,,Medium,High,Medium,,High,Medium,47.63715478,48,Fair,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
tool_box_gQP_3_tQP_3.ply,Distorted but identifiable,Low,Low,,High,High,High,,High,High,34.6512822,35,Poor,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness, and geometric ones include a high level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
tool_box_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Medium,Low,Medium,Low,,Low,,60.86585019,61,Good,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness, while geometric artifacts include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
tool_box_gsigma_0_tsigma_32.ply,Distorted but identifiable,Low,High,High,Low,Medium,Low,,Low,,40.517426775,41,Poor,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a high level of color distortion, a high level of noise, and a low level of blurriness, and geometric ones include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
