Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
pumpkin_level_8.ply,Barely Identifiable,None,Medium,Medium,None,Medium,None,Medium,None,None,48.33472326,48,Fair,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by no perceptible brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. The overall quality is rated as fair."
pumpkin_level_9.ply,Slightly distorted but identifiable,None,Low,Medium,None,Medium,None,None,None,None,80.82570657,81,Excellent,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include no perceptible brightness distortion, a low level of color distortion, a medium level of noise, and no perceptible blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
pumpkin_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Medium,Medium,Low,Low,None,None,None,None,None,84.3321838,84,Excellent,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
pumpkin_pqs_1_qs_32_rounded.ply,Distorted but identifiable,Medium,High,Low,Low,Low,None,None,None,None,77.3383054,77,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pumpkin_pqs_1_qs_48_rounded.ply,Distorted but identifiable,Medium,High,Medium,Medium,Low,None,None,None,None,61.93754535,62,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a medium level of noise, and a medium level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pumpkin_pqs_1_qs_64_rounded.ply,Distorted but identifiable,Medium,Severe,Medium,High,Low,None,None,None,None,69.34396047,69,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a severe level of color distortion, a medium level of noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pumpkin_tsl_4_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,None,Medium,None,None,None,None,Low,82.56026576,83,Excellent,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as excellent."
pumpkin_tsl_4_tqs_128.ply,Distorted but identifiable,Medium,Medium,None,Medium,None,None,None,None,Low,65.89959014,66,Good,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as good."
pumpkin_tsl_4_tqs_256.ply,Distorted but identifiable,Medium,Medium,None,High,None,None,None,None,Low,40.90187536,41,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as fair."
pumpkin_tsl_4_tqs_512.ply,Completely Damaged,Medium,Medium,None,Severe,None,None,None,None,None,47.79243289,48,Fair,"When examining this point cloud, the texture is completely damaged. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a severe level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
pumpkin_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Medium,None,Low,None,None,None,None,None,64.55929818,65,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
pumpkin_tsl_6_tqs_128.ply,Distorted but identifiable,Medium,Medium,None,High,None,None,None,None,None,55.29502325,55,Fair,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
pumpkin_tsl_6_tqs_256.ply,Barely Identifiable,Medium,Medium,None,High,None,None,None,Low,None,37.02940933,37,Fair,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
pumpkin_tsl_6_tqs_512.ply,Completely Damaged,Medium,High,None,Severe,None,None,None,Low,None,56.72634385,57,Good,"Visually, the texture is completely damaged, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
pumpkin_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,None,Low,None,None,None,None,None,83.37427451,83,Excellent,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
pumpkin_tsl_8_tqs_128.ply,Distorted but identifiable,Medium,Medium,None,Medium,None,None,None,None,None,67.16031038,67,Good,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pumpkin_tsl_8_tqs_256.ply,Barely Identifiable,Medium,Medium,None,High,None,None,None,None,None,42.55422366,43,Fair,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
pumpkin_tsl_8_tqs_512.ply,Completely Damaged,Medium,High,None,Severe,None,None,None,None,None,58.29861999,58,Fair,"From a perceptual standpoint, the texture is completely damaged. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness, and geometric ones include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ship_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,None,Low,Low,None,None,Low,None,83.25098279,83,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
ship_gQP_1_tQP_2.ply,Slightly distorted but identifiable,Low,Low,None,Low,Low,None,None,Low,None,72.16158638,72,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
ship_gQP_1_tQP_3.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,None,None,Low,None,58.70475708,59,Good,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
ship_gQP_2_tQP_1.ply,Distorted but identifiable,Low,Medium,None,Medium,Medium,Low,None,Medium,Low,52.91359236,53,Fair,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape. The overall quality is rated as fair."
ship_gQP_2_tQP_2.ply,Distorted but identifiable,Low,Medium,None,Medium,Medium,Low,None,Medium,Low,49.03306386,49,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape are also present. The overall quality is rated as fair."
ship_gQP_2_tQP_3.ply,Distorted but identifiable,Medium,Medium,None,High,Medium,Low,None,Medium,Low,38.8479744,39,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and a low level of deformed shape. The overall quality is rated as fair."
ship_gQP_3_tQP_1.ply,Distorted but identifiable,Medium,Medium,None,High,Medium,Medium,None,High,Medium,31.38969325,31,Poor,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as poor."
ship_gQP_3_tQP_2.ply,Distorted but identifiable,Medium,Medium,None,High,Medium,Medium,None,High,Medium,31.22506672,31,Poor,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as poor."
ship_gQP_3_tQP_3.ply,Barely Identifiable,Medium,Medium,None,High,Medium,Medium,None,High,Medium,57.12401351,57,Fair,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
ship_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,Low,None,None,None,None,None,70.95102672,71,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ship_gsigma_0_tsigma_16.ply,Distorted but identifiable,Low,Low,Medium,Low,Low,None,None,None,None,52.36951081,52,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a medium level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
ship_gsigma_0_tsigma_32.ply,Distorted but identifiable,Medium,Medium,High,Low,Low,None,None,None,None,44.5185148,45,Fair,"Visually, the texture is distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
ship_gsigma_2_tsigma_8.ply,Distorted but identifiable,Low,Medium,Medium,Medium,Medium,Low,None,Low,None,45.28335973,45,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ship_gsigma_2_tsigma_16.ply,Distorted but identifiable,Medium,Medium,High,High,Medium,Low,None,Low,None,37.85664087,38,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ship_gsigma_2_tsigma_32.ply,Distorted but identifiable,Medium,Medium,High,High,High,Low,None,Medium,None,26.81475584,27,Poor,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ship_gsigma_4_tsigma_8.ply,Barely Identifiable,Medium,Medium,High,High,High,Medium,None,Medium,None,27.19872445,27,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a high level of blurriness; on the geometric side, we observe a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ship_gsigma_4_tsigma_16.ply,Barely Identifiable,Medium,Medium,High,Severe,High,Medium,None,Medium,None,26.40511804,26,Poor,"In this point cloud, the texture is barely identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a severe level of blurriness, while geometric artifacts include a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ship_gsigma_4_tsigma_32.ply,Barely Identifiable,Medium,High,Severe,Severe,High,Medium,None,High,Medium,14.18124211,14,Bad,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a severe level of blurriness, whereas geometric effects involve a high level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape. The overall quality is rated as bad."
ship_level_7.ply,Completely Damaged,Medium,Severe,Severe,None,Severe,None,None,Severe,None,10.52890843,11,Bad,"In this point cloud, the texture is completely damaged. Photometric distortions include a medium level of brightness distortion, a severe level of color distortion, a severe level of noise, and no perceptible blurriness, while geometric artifacts include a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a severe level of missing region, and no perceptible deformed shape. The overall quality is rated as bad."
ship_level_8.ply,Distorted but identifiable,None,Severe,Severe,None,Severe,None,None,None,None,33.2173254,33,Poor,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include no perceptible brightness distortion, a severe level of color distortion, a severe level of noise, and no perceptible blurriness, while geometric artifacts include a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ship_level_9.ply,Slightly distorted but identifiable,Low,Medium,Medium,None,Medium,None,None,None,None,71.5299361,72,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, a medium level of noise, and no perceptible blurriness. Geometric artifacts such as a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
ship_pqs_1_qs_16_rounded.ply,Slightly distorted but identifiable,Medium,Low,Low,Low,Low,None,None,None,None,80.39933011,80,Excellent,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
ship_pqs_1_qs_32_rounded.ply,Distorted but identifiable,Medium,Medium,Medium,Medium,Medium,None,None,None,None,64.87999201,65,Good,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a medium level of noise, and a medium level of blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ship_pqs_1_qs_48_rounded.ply,Distorted but identifiable,Medium,High,Medium,Medium,Medium,None,None,None,None,54.51904789,55,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a high level of color distortion, a medium level of noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ship_pqs_1_qs_64_rounded.ply,Distorted but identifiable,Medium,High,Medium,High,Medium,None,None,None,None,30.80837307,31,Poor,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a high level of color distortion, a medium level of noise, and a high level of blurriness, while geometric artifacts include a medium level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
ship_tsl_4_tqs_64.ply,Barely Identifiable,Low,Low,Low,Medium,High,None,None,High,High,14.7057289,15,Bad,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, a low level of noise, and a medium level of blurriness. Geometric artifacts such as a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape are also present. The overall quality is rated as bad."
ship_tsl_4_tqs_128.ply,Barely Identifiable,Medium,Medium,Low,High,High,Low,None,High,High,13.85187862,14,Bad,"In this point cloud, the texture is barely identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, while geometric artifacts include a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a high level of deformed shape. The overall quality is rated as bad."
ship_tsl_4_tqs_256.ply,Barely Identifiable,Medium,High,Low,High,Severe,None,None,High,Severe,12.18087986,12,Bad,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a high level of blurriness. Geometric artifacts such as a severe level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a severe level of deformed shape are also present. The overall quality is rated as bad."
ship_tsl_4_tqs_512.ply,Completely Damaged,Medium,High,Low,Severe,High,None,None,High,Severe,46.55759445,47,Fair,"In this point cloud, the texture is completely damaged. Photometric distortions include a medium level of brightness distortion, a high level of color distortion, a low level of noise, and a severe level of blurriness, while geometric artifacts include a high level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a high level of missing region, and a severe level of deformed shape. The overall quality is rated as fair."
ship_tsl_6_tqs_128.ply,Distorted but identifiable,Low,Medium,None,Medium,None,None,None,None,None,68.10486694,68,Good,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, while geometric artifacts include no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ship_tsl_6_tqs_256.ply,Distorted but identifiable,Low,Medium,None,High,None,None,None,None,None,41.18616309,41,Poor,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. The overall quality is rated as poor."
ship_tsl_6_tqs_512.ply,Barely Identifiable,Low,High,None,Severe,None,None,None,None,None,25.1244404,25,Poor,"Visually, the texture is barely identifiable, with photometric distortions such as a low level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness. Geometric artifacts such as no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as poor."
ship_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Medium,None,Medium,None,None,None,None,None,83.44630386,83,Excellent,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as excellent."
ship_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Low,Low,None,Medium,None,None,None,None,None,76.5494553,77,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
ship_tsl_8_tqs_256.ply,Distorted but identifiable,Low,Medium,None,High,None,None,None,None,None,45.60453851,46,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
ship_tsl_8_tqs_512.ply,Barely Identifiable,Medium,High,None,Severe,None,None,None,None,None,32.56767817,33,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness. The overall quality is rated as poor."
ship_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Low,None,Medium,None,None,None,None,None,84.28998541,84,Excellent,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness, whereas geometric effects involve no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as excellent."
statue_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Medium,Medium,None,Low,None,None,None,None,None,78.26706428,78,Good,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness; on the geometric side, we observe no perceptible point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_gQP_1_tQP_2.ply,Distorted but identifiable,Medium,Medium,None,Medium,Low,None,None,Low,None,63.6747769,64,Good,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_gQP_1_tQP_3.ply,Distorted but identifiable,Medium,Medium,None,High,Low,Low,None,Low,None,59.129384,59,Good,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
statue_gQP_2_tQP_1.ply,Slightly distorted but identifiable,Low,Medium,None,Medium,Medium,Low,None,Medium,None,61.65852451,62,Good,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
statue_gQP_2_tQP_2.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,Low,None,Medium,None,51.66655745,52,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness. The overall quality is rated as fair."
statue_gQP_2_tQP_3.ply,Barely Identifiable,Medium,Medium,None,High,Medium,Medium,None,Medium,None,35.59019005,36,Fair,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness. Geometric artifacts such as a medium level of point density distortion, a medium level of scattering artifact, no perceptible grid artifact, a medium level of missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
statue_gQP_3_tQP_1.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,High,None,High,Low,29.23591405,29,Poor,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a low level of deformed shape. The overall quality is rated as poor."
statue_gQP_3_tQP_2.ply,Distorted but identifiable,Medium,High,None,High,Medium,High,None,High,Medium,29.75777459,30,Poor,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape, and photometric distortions by a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness. The overall quality is rated as poor."
statue_gQP_3_tQP_3.ply,Barely Identifiable,Medium,High,None,Severe,Medium,High,None,High,Medium,56.02480517,56,Good,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness. Geometric artifacts such as a medium level of point density distortion, a high level of scattering artifact, no perceptible grid artifact, a high level of missing region, and a medium level of deformed shape are also present. The overall quality is rated as good."
